season,round,race_name,driver_number,driver_name,abbreviation,team,final_position,status,points_scored
2018,15,Singapore Grand Prix,27,Nico Hulkenberg,HUL,Renault,10,+1 Lap,1.0
2018,15,Singapore Grand Prix,9,Marcus Ericsson,ERI,Sauber,11,+1 Lap,0.0
2018,15,Singapore Grand Prix,2,Stoffel Vandoorne,VAN,McLaren,12,+1 Lap,0.0
2018,15,Singapore Grand Prix,10,Pierre Gasly,GAS,Toro Rosso,13,+1 Lap,0.0
2018,15,Singapore Grand Prix,18,Lance Stroll,STR,Williams,14,+1 Lap,0.0
2018,15,Singapore Grand Prix,8,Romain Grosjean,GRO,Haas F1 Team,15,+1 Lap,0.0
2018,15,Singapore Grand Prix,11,Sergio Perez,PER,Racing Point,16,+1 Lap,0.0
2018,15,Singapore Grand Prix,28,Brendon Hartley,HAR,Toro Rosso,17,+1 Lap,0.0
2018,15,Singapore Grand Prix,20,Kevin Magnussen,MAG,Haas F1 Team,18,+2 Laps,0.0
2018,15,Singapore Grand Prix,35,Sergey Sirotkin,SIR,Williams,19,+2 Laps,0.0
2018,15,Singapore Grand Prix,31,Esteban Ocon,OCO,Racing Point,R,Collision,0.0
2018,16,Russian Grand Prix,44,Lewis Hamilton,HAM,Mercedes,1,Finished,25.0
2018,16,Russian Grand Prix,77,Valtteri Bottas,BOT,Mercedes,2,Finished,18.0
2018,16,Russian Grand Prix,5,Sebastian Vettel,VET,Ferrari,3,Finished,15.0
2018,16,Russian Grand Prix,7,Kimi Räikkönen,RAI,Ferrari,4,Finished,12.0
2018,16,Russian Grand Prix,33,Max Verstappen,VER,Red Bull Racing,5,Finished,10.0
2018,16,Russian Grand Prix,3,Daniel Ricciardo,RIC,Red Bull Racing,6,Finished,8.0
2018,16,Russian Grand Prix,16,Charles Leclerc,LEC,Sauber,7,Finished,6.0
2018,16,Russian Grand Prix,20,Kevin Magnussen,MAG,Haas F1 Team,8,+1 Lap,4.0
2018,16,Russian Grand Prix,31,Esteban Ocon,OCO,Racing Point,9,+1 Lap,2.0
2018,16,Russian Grand Prix,11,Sergio Perez,PER,Racing Point,10,+1 Lap,1.0
2018,16,Russian Grand Prix,8,Romain Grosjean,GRO,Haas F1 Team,11,+1 Lap,0.0
2018,16,Russian Grand Prix,27,Nico Hulkenberg,HUL,Renault,12,+1 Lap,0.0
2018,16,Russian Grand Prix,9,Marcus Ericsson,ERI,Sauber,13,+1 Lap,0.0
2018,16,Russian Grand Prix,14,Fernando Alonso,ALO,McLaren,14,+1 Lap,0.0
2018,16,Russian Grand Prix,18,Lance Stroll,STR,Williams,15,+1 Lap,0.0
2018,16,Russian Grand Prix,2,Stoffel Vandoorne,VAN,McLaren,16,+2 Laps,0.0
2018,16,Russian Grand Prix,55,Carlos Sainz,SAI,Renault,17,+2 Laps,0.0
2018,16,Russian Grand Prix,35,Sergey Sirotkin,SIR,Williams,18,+2 Laps,0.0
2018,16,Russian Grand Prix,10,Pierre Gasly,GAS,Toro Rosso,R,Brakes,0.0
2018,16,Russian Grand Prix,28,Brendon Hartley,HAR,Toro Rosso,R,Brakes,0.0
2018,17,Japanese Grand Prix,44,Lewis Hamilton,HAM,Mercedes,1,Finished,25.0
2018,17,Japanese Grand Prix,77,Valtteri Bottas,BOT,Mercedes,2,Finished,18.0
2018,17,Japanese Grand Prix,33,Max Verstappen,VER,Red Bull Racing,3,Finished,15.0
2018,17,Japanese Grand Prix,3,Daniel Ricciardo,RIC,Red Bull Racing,4,Finished,12.0
2018,17,Japanese Grand Prix,7,Kimi Räikkönen,RAI,Ferrari,5,Finished,10.0
2018,17,Japanese Grand Prix,5,Sebastian Vettel,VET,Ferrari,6,Finished,8.0
2018,17,Japanese Grand Prix,11,Sergio Perez,PER,Racing Point,7,Finished,6.0
2018,17,Japanese Grand Prix,8,Romain Grosjean,GRO,Haas F1 Team,8,Finished,4.0
2018,17,Japanese Grand Prix,31,Esteban Ocon,OCO,Racing Point,9,Finished,2.0
2018,17,Japanese Grand Prix,55,Carlos Sainz,SAI,Renault,10,+1 Lap,1.0
2018,17,Japanese Grand Prix,10,Pierre Gasly,GAS,Toro Rosso,11,+1 Lap,0.0
2018,17,Japanese Grand Prix,9,Marcus Ericsson,ERI,Sauber,12,+1 Lap,0.0
2018,17,Japanese Grand Prix,28,Brendon Hartley,HAR,Toro Rosso,13,+1 Lap,0.0
2018,17,Japanese Grand Prix,14,Fernando Alonso,ALO,McLaren,14,+1 Lap,0.0
2018,17,Japanese Grand Prix,2,Stoffel Vandoorne,VAN,McLaren,15,+1 Lap,0.0
2018,17,Japanese Grand Prix,35,Sergey Sirotkin,SIR,Williams,16,+1 Lap,0.0
2018,17,Japanese Grand Prix,18,Lance Stroll,STR,Williams,17,+1 Lap,0.0
2018,17,Japanese Grand Prix,16,Charles Leclerc,LEC,Sauber,R,Mechanical,0.0
2018,17,Japanese Grand Prix,27,Nico Hulkenberg,HUL,Renault,R,Engine,0.0
2018,17,Japanese Grand Prix,20,Kevin Magnussen,MAG,Haas F1 Team,R,Collision damage,0.0
2018,18,United States Grand Prix,7,Kimi Räikkönen,RAI,Ferrari,1,Finished,25.0
2018,18,United States Grand Prix,33,Max Verstappen,VER,Red Bull Racing,2,Finished,18.0
2018,18,United States Grand Prix,44,Lewis Hamilton,HAM,Mercedes,3,Finished,15.0
2018,18,United States Grand Prix,5,Sebastian Vettel,VET,Ferrari,4,Finished,12.0
2018,18,United States Grand Prix,77,Valtteri Bottas,BOT,Mercedes,5,Finished,10.0
2018,18,United States Grand Prix,27,Nico Hulkenberg,HUL,Renault,6,Finished,8.0
2018,18,United States Grand Prix,55,Carlos Sainz,SAI,Renault,7,Finished,6.0
2018,18,United States Grand Prix,11,Sergio Perez,PER,Racing Point,8,Finished,4.0
2018,18,United States Grand Prix,28,Brendon Hartley,HAR,Toro Rosso,9,+1 Lap,2.0
2018,18,United States Grand Prix,9,Marcus Ericsson,ERI,Sauber,10,+1 Lap,1.0
2018,18,United States Grand Prix,2,Stoffel Vandoorne,VAN,McLaren,11,+1 Lap,0.0
2018,18,United States Grand Prix,10,Pierre Gasly,GAS,Toro Rosso,12,+1 Lap,0.0
2018,18,United States Grand Prix,35,Sergey Sirotkin,SIR,Williams,13,+1 Lap,0.0
2018,18,United States Grand Prix,18,Lance Stroll,STR,Williams,14,+2 Laps,0.0
2018,18,United States Grand Prix,16,Charles Leclerc,LEC,Sauber,R,Collision damage,0.0
2018,18,United States Grand Prix,3,Daniel Ricciardo,RIC,Red Bull Racing,R,Battery,0.0
2018,18,United States Grand Prix,8,Romain Grosjean,GRO,Haas F1 Team,R,Collision damage,0.0
2018,18,United States Grand Prix,14,Fernando Alonso,ALO,McLaren,R,Collision,0.0
2018,18,United States Grand Prix,31,Esteban Ocon,OCO,Racing Point,D,Disqualified,0.0
2018,18,United States Grand Prix,20,Kevin Magnussen,MAG,Haas F1 Team,D,Disqualified,0.0
2018,19,Mexican Grand Prix,33,Max Verstappen,VER,Red Bull Racing,1,Finished,25.0
2018,19,Mexican Grand Prix,5,Sebastian Vettel,VET,Ferrari,2,Finished,18.0
2018,19,Mexican Grand Prix,7,Kimi Räikkönen,RAI,Ferrari,3,Finished,15.0
2018,19,Mexican Grand Prix,44,Lewis Hamilton,HAM,Mercedes,4,Finished,12.0
2018,19,Mexican Grand Prix,77,Valtteri Bottas,BOT,Mercedes,5,+1 Lap,10.0
2018,19,Mexican Grand Prix,27,Nico Hulkenberg,HUL,Renault,6,+2 Laps,8.0
2018,19,Mexican Grand Prix,16,Charles Leclerc,LEC,Sauber,7,+2 Laps,6.0
2018,19,Mexican Grand Prix,2,Stoffel Vandoorne,VAN,McLaren,8,+2 Laps,4.0
2018,19,Mexican Grand Prix,9,Marcus Ericsson,ERI,Sauber,9,+2 Laps,2.0
2018,19,Mexican Grand Prix,10,Pierre Gasly,GAS,Toro Rosso,10,+2 Laps,1.0
2018,19,Mexican Grand Prix,31,Esteban Ocon,OCO,Racing Point,11,+2 Laps,0.0
2018,19,Mexican Grand Prix,18,Lance Stroll,STR,Williams,12,+2 Laps,0.0
2018,19,Mexican Grand Prix,35,Sergey Sirotkin,SIR,Williams,13,+2 Laps,0.0
2018,19,Mexican Grand Prix,28,Brendon Hartley,HAR,Toro Rosso,14,+2 Laps,0.0
2018,19,Mexican Grand Prix,20,Kevin Magnussen,MAG,Haas F1 Team,15,+2 Laps,0.0
2018,19,Mexican Grand Prix,8,Romain Grosjean,GRO,Haas F1 Team,16,+3 Laps,0.0
2018,19,Mexican Grand Prix,3,Daniel Ricciardo,RIC,Red Bull Racing,R,Engine,0.0
2018,19,Mexican Grand Prix,11,Sergio Perez,PER,Racing Point,R,Brakes,0.0
2018,19,Mexican Grand Prix,55,Carlos Sainz,SAI,Renault,R,Suspension,0.0
2018,19,Mexican Grand Prix,14,Fernando Alonso,ALO,McLaren,R,Engine,0.0
2018,20,Brazilian Grand Prix,44,Lewis Hamilton,HAM,Mercedes,1,Finished,25.0
2018,20,Brazilian Grand Prix,33,Max Verstappen,VER,Red Bull Racing,2,Finished,18.0
2018,20,Brazilian Grand Prix,7,Kimi Räikkönen,RAI,Ferrari,3,Finished,15.0
2018,20,Brazilian Grand Prix,3,Daniel Ricciardo,RIC,Red Bull Racing,4,Finished,12.0
2018,20,Brazilian Grand Prix,77,Valtteri Bottas,BOT,Mercedes,5,Finished,10.0
2018,20,Brazilian Grand Prix,5,Sebastian Vettel,VET,Ferrari,6,Finished,8.0
2018,20,Brazilian Grand Prix,16,Charles Leclerc,LEC,Sauber,7,Finished,6.0
2018,20,Brazilian Grand Prix,8,Romain Grosjean,GRO,Haas F1 Team,8,Finished,4.0
2018,20,Brazilian Grand Prix,20,Kevin Magnussen,MAG,Haas F1 Team,9,Finished,2.0
2018,20,Brazilian Grand Prix,11,Sergio Perez,PER,Racing Point,10,+1 Lap,1.0
2018,20,Brazilian Grand Prix,28,Brendon Hartley,HAR,Toro Rosso,11,+1 Lap,0.0
2018,20,Brazilian Grand Prix,55,Carlos Sainz,SAI,Renault,12,+1 Lap,0.0
2018,20,Brazilian Grand Prix,10,Pierre Gasly,GAS,Toro Rosso,13,+1 Lap,0.0
2018,20,Brazilian Grand Prix,2,Stoffel Vandoorne,VAN,McLaren,14,+1 Lap,0.0
2018,20,Brazilian Grand Prix,31,Esteban Ocon,OCO,Racing Point,15,+1 Lap,0.0
2018,20,Brazilian Grand Prix,35,Sergey Sirotkin,SIR,Williams,16,+2 Laps,0.0
2018,20,Brazilian Grand Prix,14,Fernando Alonso,ALO,McLaren,17,+2 Laps,0.0
2018,20,Brazilian Grand Prix,18,Lance Stroll,STR,Williams,18,+2 Laps,0.0
2018,20,Brazilian Grand Prix,27,Nico Hulkenberg,HUL,Renault,R,Overheating,0.0
2018,20,Brazilian Grand Prix,9,Marcus Ericsson,ERI,Sauber,R,Collision,0.0
2018,21,Abu Dhabi Grand Prix,44,Lewis Hamilton,HAM,Mercedes,1,Finished,25.0
2018,21,Abu Dhabi Grand Prix,5,Sebastian Vettel,VET,Ferrari,2,Finished,18.0
2018,21,Abu Dhabi Grand Prix,33,Max Verstappen,VER,Red Bull Racing,3,Finished,15.0
2018,21,Abu Dhabi Grand Prix,3,Daniel Ricciardo,RIC,Red Bull Racing,4,Finished,12.0
2018,21,Abu Dhabi Grand Prix,77,Valtteri Bottas,BOT,Mercedes,5,Finished,10.0
2018,21,Abu Dhabi Grand Prix,55,Carlos Sainz,SAI,Renault,6,Finished,8.0
2018,21,Abu Dhabi Grand Prix,16,Charles Leclerc,LEC,Sauber,7,Finished,6.0
2018,21,Abu Dhabi Grand Prix,11,Sergio Perez,PER,Racing Point,8,Finished,4.0
2018,21,Abu Dhabi Grand Prix,8,Romain Grosjean,GRO,Haas F1 Team,9,+1 Lap,2.0
2018,21,Abu Dhabi Grand Prix,20,Kevin Magnussen,MAG,Haas F1 Team,10,+1 Lap,1.0
2018,21,Abu Dhabi Grand Prix,14,Fernando Alonso,ALO,McLaren,11,+1 Lap,0.0
2018,21,Abu Dhabi Grand Prix,28,Brendon Hartley,HAR,Toro Rosso,12,+1 Lap,0.0
2018,21,Abu Dhabi Grand Prix,18,Lance Stroll,STR,Williams,13,+1 Lap,0.0
2018,21,Abu Dhabi Grand Prix,2,Stoffel Vandoorne,VAN,McLaren,14,+1 Lap,0.0
2018,21,Abu Dhabi Grand Prix,35,Sergey Sirotkin,SIR,Williams,15,+1 Lap,0.0
2018,21,Abu Dhabi Grand Prix,10,Pierre Gasly,GAS,Toro Rosso,R,Engine,0.0
2018,21,Abu Dhabi Grand Prix,31,Esteban Ocon,OCO,Racing Point,R,Engine,0.0
2018,21,Abu Dhabi Grand Prix,9,Marcus Ericsson,ERI,Sauber,R,Power loss,0.0
2018,21,Abu Dhabi Grand Prix,7,Kimi Räikkönen,RAI,Ferrari,R,Power loss,0.0
2018,21,Abu Dhabi Grand Prix,27,Nico Hulkenberg,HUL,Renault,R,Collision,0.0
